7237-trinity-268-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:40,trinity,US,10.140.237.129,0
7237-trinity-269-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:d0,trinity,US,10.140.236.33,0
7237-trinity-270-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:a8,trinity,US,10.140.236.34,0
7237-trinity-271-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:20,trinity,US,10.140.236.35,0
7237-trinity-272-w,AIR-AP1810W-B-K9,00:42:5a:b0:5e:68,trinity,US,10.140.236.36,0
7237-trinity-273-w,AIR-AP1810W-B-K9,00:42:5a:b0:5d:08,trinity,US,10.140.237.213,0
7237-trinity-274-w,AIR-AP1810W-B-K9,00:42:5a:b0:62:80,trinity,US,10.140.237.130,0
7237-trinity-302-w,AIR-AP1810W-B-K9,00:42:5a:b2:3a:10,trinity,US,10.140.236.38,0
7237-trinity-303-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:10,trinity,US,10.140.236.43,0
7237-trinity-304-c,AIR-AP2802I-B-K9,00:f2:8b:27:ec:34,trinity,US,10.140.236.112,0
7237-trinity-305-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:80,trinity,US,10.140.237.64,0
7237-trinity-306-w,AIR-AP1810W-B-K9,00:42:5a:b2:5b:18,trinity,US,10.140.236.44,0
7237-trinity-307-w,AIR-AP1810W-B-K9,00:42:5a:b2:53:88,trinity,US,10.140.237.137,0
7237-trinity-308-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:30,trinity,US,10.140.236.46,0
7237-trinity-309-w,AIR-AP1810W-B-K9,00:42:5a:b0:5d:28,trinity,US,10.140.237.230,0
7237-trinity-310-w,AIR-AP1810W-B-K9,00:42:5a:b2:50:88,trinity,US,10.140.237.162,0
7237-trinity-311-w,AIR-AP1810W-B-K9,00:42:5a:b2:58:68,trinity,US,10.140.237.217,0
7237-trinity-312-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:80,trinity,US,10.140.237.114,0
7237-trinity-313-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:08,trinity,US,10.140.236.51,0
7237-trinity-314-w,AIR-AP1810W-B-K9,00:42:5a:b2:53:f8,trinity,US,10.140.236.53,2
7237-trinity-315-w,AIR-AP1810W-B-K9,00:42:5a:b2:50:a0,trinity,US,10.140.236.55,0
7237-trinity-316-w,AIR-AP1810W-B-K9,00:42:5a:b2:53:08,trinity,US,10.140.236.57,0
7237-trinity-317-w,AIR-AP1810W-B-K9,00:42:5a:b2:60:68,trinity,US,10.140.237.235,0
7237-trinity-318-w,AIR-AP1810W-B-K9,00:42:5a:b4:01:60,trinity,US,10.140.236.60,0
7237-trinity-319-c,AIR-AP2802I-B-K9,38:90:a5:b9:91:8e,trinity,US,10.140.237.215,0
7237-trinity-321-w,AIR-AP1810W-B-K9,00:42:5a:b2:53:a0,trinity,US,10.140.237.188,0
7237-trinity-322-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:60,trinity,US,10.140.236.62,0
7237-trinity-329-w,AIR-AP1810W-B-K9,00:42:5a:b4:01:00,trinity,US,10.140.237.198,0
7237-trinity-330-w,AIR-AP1810W-B-K9,00:42:5a:b2:5d:b0,trinity,US,10.140.237.173,0
7237-trinity-331-w,AIR-AP1810W-B-K9,00:42:5a:b2:60:70,trinity,US,10.140.236.65,0
7237-trinity-335-w,AIR-AP1810W-B-K9,00:42:5a:b4:0f:60,trinity,US,10.140.236.66,0
7237-trinity-336-w,AIR-AP1810W-B-K9,00:42:5a:b4:08:58,trinity,US,10.140.236.67,0
7237-trinity-337-w,AIR-AP1810W-B-K9,00:42:5a:b4:0a:08,trinity,US,10.140.236.68,0
7237-trinity-345-c,AIR-AP2802I-B-K9,00:f2:8b:27:ec:b4,trinity,US,10.140.236.117,0
7237-trinity-346-c,AIR-AP2802I-B-K9,70:70:8b:53:53:ce,trinity,US,10.140.237.126,0
7237-trinity-347-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:10,trinity,US,10.140.237.46,0
7237-trinity-348-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:c0,trinity,US,10.140.236.45,0
7237-trinity-349-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:a8,trinity,US,10.140.237.238,1
7237-trinity-350-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:f8,trinity,US,10.140.236.47,0
7237-trinity-357-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:00,trinity,US,10.140.237.72,0
7237-trinity-358-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:b0,trinity,US,10.140.236.49,0
7237-trinity-359-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:20,trinity,US,10.140.236.50,0
7237-trinity-360-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:70,trinity,US,10.140.236.52,0
7237-trinity-361-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:e0,trinity,US,10.140.236.54,0
7237-trinity-362-w,AIR-AP1810W-B-K9,00:42:5a:b0:5f:98,trinity,US,10.140.237.167,0
7237-trinity-363-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:38,trinity,US,10.140.237.135,0
7237-trinity-364-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:10,trinity,US,10.140.236.58,0
7237-trinity-367-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:c8,trinity,US,10.140.236.59,0
7237-trinity-368-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:e0,trinity,US,10.140.236.40,0
7237-trinity-369-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:70,trinity,US,10.140.237.123,0
7237-trinity-370-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:10,trinity,US,10.140.237.73,0
7237-trinity-371-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:60,trinity,US,10.140.237.40,0
7237-trinity-372-w,AIR-AP1810W-B-K9,00:42:5a:b0:66:48,trinity,US,10.140.237.57,0
7237-trinity-373-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:18,trinity,US,10.140.237.35,0
7237-trinity-374-w,AIR-AP1810W-B-K9,00:42:5a:b0:59:68,trinity,US,10.140.237.31,1
7237-trinity-402-w,AIR-AP1810W-B-K9,00:42:5a:b4:09:50,trinity,US,10.140.237.134,0
7237-trinity-403-w,AIR-AP1810W-B-K9,00:42:5a:b4:21:98,trinity,US,10.140.236.69,0
7237-trinity-404-c,AIR-AP2802I-B-K9,38:90:a5:50:a5:d8,trinity,US,10.140.237.79,0
7237-trinity-405-w,AIR-AP1810W-B-K9,00:42:5a:b0:21:68,trinity,US,10.140.236.70,0
7237-trinity-406-w,AIR-AP1810W-B-K9,00:42:5a:b2:39:b8,trinity,US,10.140.237.210,0
7237-trinity-407-w,AIR-AP1810W-B-K9,00:42:5a:b2:2f:68,trinity,US,10.140.236.71,0
7237-trinity-408-w,AIR-AP1810W-B-K9,00:42:5a:b4:1a:28,trinity,US,10.140.236.72,0
7237-trinity-409-w,AIR-AP1810W-B-K9,00:42:5a:b4:0e:68,trinity,US,10.140.237.144,0
7237-trinity-410-w,AIR-AP1810W-B-K9,00:42:5a:b2:3c:d0,trinity,US,10.140.237.103,1
7237-trinity-411-w,AIR-AP1810W-B-K9,00:42:5a:b4:0e:40,trinity,US,10.140.236.75,0
7237-trinity-412-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:88,trinity,US,10.140.237.219,0
7237-trinity-413-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:58,trinity,US,10.140.236.78,0
7237-trinity-414-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:f0,trinity,US,10.140.237.127,0
7237-trinity-415-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:60,trinity,US,10.140.236.81,0
7237-trinity-416-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:48,trinity,US,10.140.236.82,0
7237-trinity-417-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:c0,trinity,US,10.140.237.67,0
7237-trinity-418-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:a8,trinity,US,10.140.236.84,0
7237-trinity-419-c,AIR-AP2802I-B-K9,70:70:8b:53:55:40,trinity,US,10.140.236.63,0
7237-trinity-421-w,AIR-AP1810W-B-K9,00:42:5a:b0:59:70,trinity,US,10.140.236.85,0
7237-trinity-422-w,AIR-AP1810W-B-K9,00:42:5a:b4:0e:d8,trinity,US,10.140.236.86,0
7237-trinity-429-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:48,trinity,US,10.140.237.42,0
7237-trinity-430-w,AIR-AP1810W-B-K9,00:42:5a:b0:62:70,trinity,US,10.140.236.87,0
7237-trinity-431-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:a8,trinity,US,10.140.236.88,0
7237-trinity-435-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:58,trinity,US,10.140.237.91,0
7237-trinity-436-w,AIR-AP1810W-B-K9,00:42:5a:b0:66:00,trinity,US,10.140.236.89,0
7237-trinity-437-w,AIR-AP1810W-B-K9,00:42:5a:b0:59:50,trinity,US,10.140.237.95,0
7237-trinity-445-c,AIR-AP2802I-B-K9,00:f2:8b:27:eb:e2,trinity,US,10.140.236.115,0
7237-trinity-446-c,AIR-AP2802I-B-K9,38:90:a5:b9:98:0c,trinity,US,10.140.236.116,1
7237-trinity-447-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:e8,trinity,US,10.140.237.225,1
7237-trinity-448-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:a8,trinity,US,10.140.237.62,0
7237-trinity-449-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:48,trinity,US,10.140.237.142,0
7237-trinity-450-w,AIR-AP1810W-B-K9,00:42:5a:b0:66:58,trinity,US,10.140.236.76,0
7237-trinity-457-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:90,trinity,US,10.140.237.84,0
7237-trinity-458-w,AIR-AP1810W-B-K9,00:42:5a:b0:62:50,trinity,US,10.140.237.164,0
7237-trinity-459-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:a8,trinity,US,10.140.236.79,0
7237-trinity-460-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:60,trinity,US,10.140.236.80,0
7237-trinity-461-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:88,trinity,US,10.140.237.20,0
7237-trinity-462-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:b0,trinity,US,10.140.237.30,0
7237-trinity-463-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:68,trinity,US,10.140.236.83,0
7237-trinity-464-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:a0,trinity,US,10.140.236.165,0
7237-trinity-467-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:c0,trinity,US,10.140.237.201,0
7237-trinity-468-w,AIR-AP1810W-B-K9,00:42:5a:b0:66:20,trinity,US,10.140.236.91,0
7237-trinity-469-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:28,trinity,US,10.140.236.92,0
7237-trinity-470-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:98,trinity,US,10.140.237.146,0
7237-trinity-471-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:10,trinity,US,10.140.236.94,0
7237-trinity-472-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:58,trinity,US,10.140.237.227,0
7237-trinity-473-w,AIR-AP1810W-B-K9,00:42:5a:b0:60:a0,trinity,US,10.140.236.29,1
7237-trinity-474-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:80,trinity,US,10.140.237.192,0
7237-trinity-atk-1-c,AIR-AP2802I-B-K9,38:90:a5:50:a4:0a,trinity,US,10.140.237.237,0
7237-trinity-atk-2-c,AIR-AP2802I-B-K9,70:70:8b:53:54:14,trinity,US,10.140.237.102,0
7237-trinity-atk-3-c,AIR-AP2802I-B-K9,38:90:a5:b9:97:5c,trinity,US,10.140.236.114,0
7237-trinity-bikes-w-1,AIR-AP1562D-B-K9,2c:33:11:0e:2a:9e,default,location,US,10.140.237.141
7237-trinity-commons-w-1,AIR-AP1562D-B-K9,2c:33:11:0e:2a:9c,default,location,US,10.140.237.8
7237-trinity-lobby-w-1,AIR-AP1562D-B-K9,2c:33:11:0e:2b:8c,default,location,US,10.140.236.205
7237-trinity-mech-w-1,AIR-AP1562D-B-K9,2c:33:11:0e:2b:88,default,location,US,10.140.237.140
7251-art-bldg-101-h-c,AIR-CAP3502I-A-K9,28:94:0f:01:1e:4b,Art,US,10.140.9.149,3
7251-art-bldg-106-tc,AIR-CAP3502I-A-K9,c4:64:13:c3:1c:11,Art,US,10.140.9.152,1
7251-art-bldg-116-conf,AIR-CAP3602I-A-K9,7c:ad:74:18:93:ff,Art,US,10.140.9.148,10
7251-art-bldg-200j-c,AIR-CAP3702I-A-K9,00:42:68:af:65:18,ART,US,10.140.9.155,3
7251-art-bldg-200k-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0d:5b,Art,US,10.140.9.150,1
7251-art-bldg-200u-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:1d:5c,Art,US,10.140.9.153,8
7261-smith-b168-r,AIR-CAP3502I-A-K9,50:3d:e5:2f:72:cd,smith,US,10.140.177.142,5
7261-smith-bay10-a154c-c,AIR-CAP3502I-A-K9,c4:64:13:cb:7b:34,smith,US,10.140.177.185,4
7261-smith-bay10-a154v-c,AIR-CAP3502I-A-K9,c4:64:13:38:bc:26,smith,US,10.140.177.131,7
7261-smith-bay10-a185-w,AIR-AP1810W-B-K9,00:42:5a:b2:55:b0,smith,US,10.140.177.206,8
7261-smith-bay10-a256-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9f:08,smith,US,10.140.177.161,4
7261-smith-bay10-a257-c,AIR-CAP3502I-A-K9,28:94:0f:39:12:cd,smith,US,10.140.177.192,0
7261-smith-bay10-a264-p,AIR-AP1810W-B-K9,00:eb:d5:10:0b:48,smith,US,10.140.177.202,2
7261-smith-bay1-143-w,AIR-CAP3502I-A-K9,c4:64:13:5b:8d:06,smith,US,10.140.177.136,8
7261-smith-bay11-a130-c-c,AIR-CAP3502I-A-K9,c4:64:13:38:cf:13,smith,US,10.140.177.52,6
7261-smith-bay11-a130q-c,AIR-CAP3502I-A-K9,28:94:0f:a9:c9:7a,smith,US,10.140.177.51,18
7261-smith-bay11-a233-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9e:09,smith,US,10.140.177.36,4
7261-smith-bay11-a238-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:65,smith,US,10.140.177.160,8
7261-smith-bay12-a112-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fe:0d,smith,US,10.140.177.30,2
7261-smith-bay12-a200-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9f:b4,smith,US,10.140.177.152,6
7261-smith-bay12-a214-c,AIR-CAP3502I-A-K9,c4:64:13:76:56:11,smith,US,10.140.177.153,1
7261-smith-bay2-213-w,AIR-CAP3602E-A-K9,7c:ad:74:28:59:e5,smith,US,10.140.177.168,3
7261-smith-bay4-c104-1,AIR-CAP3502I-A-K9,28:94:0f:05:d2:0e,smith,US,10.140.177.62,13
7261-smith-bay4-c201-c,AIR-CAP3502I-A-K9,c4:64:13:5b:8e:f1,smith,US,10.140.177.150,10
7261-smith-bay4-c208g-c,AIR-CAP3502I-A-K9,c4:64:13:38:d7:9b,smith,US,10.140.177.28,16
7261-smith-bay5-b183-1,AIR-CAP3502I-A-K9,28:94:0f:a9:d4:e7,smith,US,10.140.177.63,4
7261-smith-bay5-b197c-1,AIR-CAP3502I-A-K9,28:94:0f:c1:02:67,smith,US,10.140.177.203,17
7261-smith-bay5-b297j-c,AIR-CAP3502I-A-K9,28:94:0f:39:13:1a,smith,US,10.140.177.29,8
7261-smith-bay5-b299-c,AIR-CAP3502I-A-K9,c4:64:13:38:c1:d9,smith,US,10.140.177.151,6
7261-smith-bay6-b172-c,AIR-CAP3502I-A-K9,28:94:0f:58:ca:1a,smith,US,10.140.177.23,9
7261-smith-bay6-b177-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:73,smith,US,10.140.177.190,0
7261-smith-bay6-b271-c,AIR-CAP3502I-A-K9,28:94:0f:39:0a:eb,smith,US,10.140.177.143,3
7261-smith-bay6-b274-c,AIR-CAP3502I-A-K9,28:94:0f:39:0c:00,smith,US,10.140.177.56,14
7261-smith-bay7-b144n-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fb:43,smith,US,10.140.177.147,4
7261-smith-bay7-b144-reception-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9c:fb,smith,US,10.140.177.24,6
7261-smith-bay7-b243-c,AIR-CAP3502I-A-K9,28:94:0f:63:c5:70,smith,US,10.140.177.21,7
7261-smith-bay7-b247-c,AIR-CAP3502I-A-K9,28:94:0f:26:29:4e,smith,US,10.140.177.22,5
7261-smith-bay7-b252-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fe:18,smith,US,10.140.177.144,8
7261-smith-bay7-c107-c,AIR-CAP3602E-A-K9,7c:ad:74:50:24:94,smith,US,10.140.177.68,6
7261-smith-bay8-204-h-c,AIR-CAP3502I-A-K9,28:94:0f:63:c5:71,smith,US,10.140.177.159,12
7261-smith-bay8-219c-c,AIR-CAP3502I-A-K9,28:94:0f:39:0b:92,smith,US,10.140.177.158,11
7261-smith-bay8-2ndfl-1-c,AIR-AP2802I-B-K9,2c:33:11:80:63:3e,smith,US,10.140.177.207,4
7261-smith-bay8-2ndfl-2-c,AIR-AP2802I-B-K9,2c:33:11:85:d9:18,smith,US,10.140.177.69,3
7261-smith-bay8-2ndfl-3-c,AIR-AP2802I-B-K9,2c:33:11:80:6a:98,smith,US,10.140.177.70,5
7261-smith-bay8-2ndfl-4-c,AIR-AP2802I-B-K9,2c:33:11:85:d7:e8,smith,US,10.140.177.210,7
7261-smith-bay8-b104-w,AIR-CAP3502E-A-K9,c4:64:13:00:3f:5c,smith,US,10.140.177.17,6
7261-smith-bay9-285-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e6:29,smith,US,10.140.177.156,3
7261-smith-bay9-a183y-c,AIR-CAP3502I-A-K9,c4:64:13:76:62:77,smith,US,10.140.177.184,11
7261-smith-bay9-a288a-w,AIR-CAP3602E-A-K9,7c:ad:74:28:50:6c,smith,US,10.140.177.47,2
7261-smith-bay9-a289-c,AIR-CAP3502I-A-K9,28:94:0f:58:bf:b5,smith,US,10.140.177.33,7
7261-smith-bay9-a291-c,AIR-CAP3502I-A-K9,28:94:0f:58:cd:8d,smith,US,10.140.177.34,2
7261-smith-wh-113-w,AIR-CAP3502I-A-K9,c4:64:13:c3:08:ab,smith,US,10.140.177.135,8
7261-smith-wh-118-w,AIR-CAP3502I-A-K9,28:94:0f:26:0f:43,smith,US,10.140.177.132,9
7261-smith-wh-119-h-w,AIR-CAP3602E-A-K9,7c:ad:74:84:ff:6d,smith,US,10.140.177.77,13
7261-smith-wh-129-w,AIR-CAP3502I-A-K9,28:94:0f:58:bf:45,smith,US,10.140.177.129,21
7261-smith-wh-139-w,AIR-CAP3502I-A-K9,c4:64:13:38:bc:1a,smith,US,10.140.177.126,23
7261-smith-wh-204-c,AIR-CAP3602E-A-K9,7c:ad:74:50:24:1d,smith,US,10.140.177.57,12
7261-smith-wh-204-w,AIR-CAP3502I-A-K9,c4:64:13:38:dd:45,smith,US,10.140.177.134,0
7261-smith-wh-205-c,AIR-CAP3602E-A-K9,7c:ad:74:28:59:f5,smith,US,10.140.177.117,8
7261-smith-wh-221-w,AIR-CAP3602E-A-K9,7c:ad:74:28:55:c5,smith,US,10.140.177.116,6
7261-smith-wh-227s-pole,AIR-CAP3602E-A-K9,7c:ad:74:50:2c:bc,smith,US,10.140.177.50,10
7261-smith-wh-227-y,AIR-CAP3502E-A-K9,70:ca:9b:eb:48:1a,smith,US,10.140.177.133,11
7261-smith-wh-229-w,AIR-CAP3602E-A-K9,7c:ad:74:85:06:21,smith,US,10.140.177.18,3
7261-smith-wh-231-w,AIR-CAP3502E-A-K9,c4:64:13:00:27:c7,smith,US,10.140.177.127,12
7261-smith-wh-235a,AIR-CAP3602E-A-K9,7c:ad:74:50:24:a2,smith,US,10.140.177.170,8
7261-smith-wh-245-w,AIR-CAP3602E-A-K9,7c:ad:74:85:07:d2,smith,US,10.140.177.115,2
7261-smith-wh-251-w,AIR-AP1810W-B-K9,00:eb:d5:10:12:20,smith,US,10.140.177.201,6
7261-smith-wh-a211-d,AIR-CAP3602E-A-K9,7c:ad:74:fb:da:50,smith,US,10.140.177.87,7
7261-smith-wh-b149,AIR-CAP3502I-A-K9,28:94:0f:c1:22:65,smith,US,10.140.177.67,8
7262-bevans-1001-c,AIR-CAP3702I-A-K9,5c:83:8f:35:9f:00,bevans,US,10.140.30.89,5
7262-bevans-1006-c,AIR-CAP3702I-A-K9,5c:83:8f:3b:1e:74,bevans,US,10.140.30.73,2
7262-bevans-1100ele-h-c,AIR-CAP3702I-A-K9,5c:83:8f:3b:1d:9c,bevans,US,10.140.30.79,3
7262-bevans-1104-h-c,AIR-CAP3702I-A-K9,5c:83:8f:3b:1e:60,bevans,US,10.140.30.87,1
7262-bevans-1106-c,AIR-CAP3702I-A-K9,5c:83:8f:35:9e:2c,bevans,US,10.140.30.67,1
7262-bevans-1202-h-c,AIR-CAP3702I-A-K9,5c:83:8f:2f:9c:50,bevans,US,10.140.30.85,2
7262-bevans-1210b-c,AIR-CAP3702I-A-K9,5c:83:8f:3b:1a:c4,bevans,US,10.140.30.81,7
7262-bevans-1214-h-c,AIR-CAP3702I-A-K9,1c:6a:7a:39:94:b0,bevans,US,10.140.30.92,5
7262-bevans-2104-h-c,AIR-CAP3702I-A-K9,1c:6a:7a:39:95:90,bevans,US,10.140.30.86,2
7262-bevans-2201-h-c,AIR-CAP3702I-A-K9,5c:83:8f:3b:1e:78,bevans,US,10.140.30.71,3
7262-bevans-2208d-c,AIR-CAP3702I-A-K9,d8:b1:90:a9:34:44,bevans,US,10.140.30.80,3
7262-bevans-2208m-c,AIR-CAP3702I-A-K9,00:42:68:a1:15:dc,bevans,US,10.140.30.72,8
7262-bevans-2213-h-c,AIR-CAP3702I-A-K9,80:e0:1d:52:ce:90,bevans,US,10.140.30.78,30
7262-bevans-tc-rm-t,AIR-CAP3702I-A-K9,00:42:68:95:bd:f0,bevans,US,10.140.30.68,2
7350-smith-103-w-cashier-off,AIR-CAP3502E-A-K9,2c:54:2d:0d:cc:1b,smith,US,10.140.177.38,9
7512-trent-0011-w,AIR-AP1810W-B-K9,00:eb:d5:10:04:78,trent,US,10.140.94.216,0
7512-trent-0012-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:ef,trent,US,10.140.94.246,0
7512-trent-0012-w,AIR-AP1810W-B-K9,00:eb:d5:10:02:80,trent,US,10.140.95.190,0
7512-trent-0013-w,AIR-AP1810W-B-K9,00:eb:d5:10:00:78,trent,US,10.140.94.215,0
7512-trent-0015-w,AIR-AP1810W-B-K9,00:fe:c8:2d:f7:10,trent,US,10.140.95.198,0
7512-trent-0016-w,AIR-AP1810W-B-K9,00:eb:d5:10:01:a8,trent,US,10.140.95.187,0
7512-trent-0017-w,AIR-AP1810W-B-K9,00:eb:d5:10:10:68,trent,US,10.140.95.188,0
7512-trent-0018-w,AIR-AP1810W-B-K9,00:5f:86:98:4f:90,trent,US,10.140.94.213,0
7512-trent-0019-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a6:a8,trent,US,10.140.95.228,2
7512-trent-0019-w,AIR-AP1810W-B-K9,00:5f:86:98:23:40,trent,US,10.140.95.186,0
7512-trent-001-tc-rm,AIR-CAP3502E-A-K9,2c:54:2d:a4:2b:e9,trent,US,10.140.95.239,2
7512-trent-001-w,AIR-AP1810W-B-K9,00:a2:89:0e:47:40,trent,US,10.140.94.220,0
7512-trent-0020-w,AIR-AP1810W-B-K9,00:6c:bc:ba:47:78,trent,US,10.140.95.185,3
7512-trent-0021-w,AIR-AP1810W-B-K9,00:c8:8b:ee:22:58,default,location,US,10.140.95.48
7512-trent-002-w,AIR-AP1810W-B-K9,00:a2:89:0e:47:50,default,location,US,10.140.95.194
7512-trent-003-w,AIR-AP1810W-B-K9,00:eb:d5:10:00:40,trent,US,10.140.94.224,0
7512-trent-004-w,AIR-AP1810W-B-K9,00:a2:89:0e:48:60,trent,US,10.140.94.219,2
7512-trent-005-w,AIR-AP1810W-B-K9,00:a2:89:0e:46:b8,trent,US,10.140.94.218,0
7512-trent-006-w,AIR-AP1810W-B-K9,00:a2:89:0e:47:f0,trent,US,10.140.94.221,0
7512-trent-007-h-w,AIR-AP1810W-B-K9,00:eb:d5:10:03:28,trent,US,10.140.95.192,1
7512-trent-008-w,AIR-AP1810W-B-K9,00:eb:d5:10:0d:c8,trent,US,10.140.95.191,0
7512-trent-009-w,AIR-AP1810W-B-K9,00:eb:d5:10:0f:88,trent,US,10.140.95.193,0
7512-trent-023a-w,AIR-AP1810W-B-K9,00:a2:89:0e:43:50,trent,US,10.140.95.182,0
7512-trent-023-h-c,AIR-CAP3702I-A-K9,00:42:68:83:5f:b4,trent,US,10.140.95.231,0
7512-trent-023-w,AIR-AP1810W-B-K9,00:eb:d5:10:0b:e0,trent,US,10.140.94.212,1
7512-trent-027-w,AIR-AP1810W-B-K9,00:c8:8b:ee:24:68,trent,US,10.140.94.92,4
7512-trent-029-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:65:2e,trent,US,10.140.95.232,5
7512-trent-029-w,AIR-AP1810W-B-K9,00:fe:c8:2d:f8:d0,trent,US,10.140.94.210,2
7512-trent-030-w,AIR-AP1810W-B-K9,00:5f:86:98:27:e8,default,location,US,10.140.95.150
7512-trent-031-w,AIR-AP1810W-B-K9,00:fe:c8:2d:f7:68,trent,US,10.140.95.199,0
7512-trent-032-h-c,AIR-CAP3702I-A-K9,00:42:68:a9:ba:3c,trent,US,10.140.94.249,0
7512-trent-032-w,AIR-AP1810W-B-K9,00:eb:d5:10:24:d8,trent,US,10.140.95.129,0
7512-trent-034b-c,AIR-AP3802I-B-K9,cc:16:7e:83:d7:7c,trent,US,10.140.94.71,3
7512-trent-035-c,AIR-AP3802I-B-K9,00:f6:63:6f:92:f4,trent,US,10.140.94.109,1
7512-trent-036a-C,AIR-AP3802I-B-K9,cc:16:7e:98:7d:70,trent,US,10.140.94.123,0
7512-trent-039a-1-c,AIR-AP3802I-B-K9,cc:16:7e:83:d7:78,trent,US,10.140.94.68,0
7512-trent-039a-2-c,AIR-AP3802I-B-K9,cc:16:7e:83:d7:1c,trent,US,10.140.94.166,1
7512-trent-039-c,AIR-AP3802I-B-K9,cc:16:7e:83:d7:42,trent,US,10.140.94.132,1
7512-trent-049-C-1,AIR-AP3802I-B-K9,cc:16:7e:98:7e:2c,trent,US,10.140.94.197,0
7512-trent-049-C-2,AIR-AP3802I-B-K9,00:f6:63:6f:92:e6,trent,US,10.140.94.175,1
7512-trent-101-h-c,AIR-CAP3702I-A-K9,cc:46:d6:3d:ca:44,trent,US,10.140.95.205,0
7512-trent-101-w,AIR-AP1810W-B-K9,00:a2:89:0e:47:d8,trent,US,10.140.94.207,2
7512-trent-102-w,AIR-AP1810W-B-K9,00:a2:89:0e:48:48,trent,US,10.140.95.180,0
7512-trent-104-w,AIR-AP1810W-B-K9,00:a2:89:15:b3:60,trent,US,10.140.94.206,0
7512-trent-105-w,AIR-AP1810W-B-K9,00:a2:89:15:b3:08,trent,US,10.140.95.178,0
7512-trent-107-w,AIR-AP1810W-B-K9,00:a2:89:15:b5:c0,trent,US,10.140.95.177,1
7512-trent-108-h-c,AIR-CAP3702I-A-K9,00:42:68:af:60:ec,trent,US,10.140.94.233,0
